AppointmentID,ClinicID,PetID,ClientID,VeterinarianID,AppointmentDate,AppointmentTime,AppointmentType,BookingChannel,AppointmentStatus,ScheduledMinutes,ActualMinutes,WaitTimeMinutes,PrimaryDiagnosis,NewPatientVisit,FollowUpRecommended,SatisfactionScore
A0022722,CL010,P001626,C001083,EMP0235,2024-11-27,09:15,Wellness,In Person,Completed,30,41,8,Routine/Healthy,No,No,5
A0022723,CL006,P009038,C006008,EMP0133,2024-08-02,17:00,Dental,In Person,Completed,120,73,18,Lameness/Arthritis,No,No,
A0022724,CL012,P005458,C003659,EMP0286,2024-12-06,10:45,Follow-up,Online,Cancelled,20,,,,Yes,No,
A0022725,CL004,P010255,C006816,EMP0077,2025-07-17,08:00,Wellness,In Person,Completed,30,13,14,Diabetes,No,No,5
A0022726,CL009,P011294,C007509,EMP0206,2024-11-15,11:15,Wellness,Phone,Completed,30,37,25,Dermatitis/Allergy,No,Yes,5
A0022727,CL002,P005403,C003618,EMP0033,2024-11-09,10:15,Follow-up,Mobile App,Cancelled,20,,,,No,No,
A0022728,CL009,P001544,C001036,EMP0203,2024-08-16,11:00,Wellness,In Person,No Show,30,,,,No,No,
A0022729,CL011,P011071,C007361,EMP0263,2024-10-26,17:15,Dental,Online,Completed,120,96,27,Otitis Externa,No,No,5
A0022730,CL002,P008492,C005665,EMP0034,2025-08-10,11:45,Sick Visit,Phone,Completed,30,26,16,Routine/Healthy,No,No,5
A0022731,CL008,P001551,C001040,EMP0182,2025-07-08,14:15,Follow-up,Online,Completed,20,32,19,Routine/Healthy,No,No,5
A0022732,CL009,P002536,C001683,EMP0203,2025-10-07,14:15,Vaccination,In Person,Cancelled,20,,,,No,No,
A0022733,CL003,P003460,C002296,EMP0060,2024-03-21,15:45,Sick Visit,Phone,No Show,30,,,,No,No,
A0022734,CL006,P010194,C006780,EMP0144,2025-08-06,14:45,Wellness,Online,Completed,30,43,13,Routine/Healthy,Yes,No,4
A0022735,CL001,P007352,C004914,EMP0020,2024-12-20,08:15,Sick Visit,Mobile App,Completed,30,39,0,Mass/Neoplasia,No,No,5
A0022736,CL007,P009043,C006010,EMP0165,2025-04-10,11:30,Dental,Phone,Completed,120,91,10,Gastrointestinal Upset,Yes,No,5
A0022737,CL002,P004011,C002657,EMP0041,2024-02-23,13:00,Surgery,Phone,Cancelled,150,,,,No,No,
A0022738,CL010,P008873,C005902,EMP0223,2024-06-06,13:00,Surgery,In Person,No Show,150,,,,No,No,
A0022739,CL005,P003197,C002120,EMP0118,2024-04-03,14:15,Emergency,Online,Completed,60,61,26,Gastrointestinal Upset,No,No,
A0022740,CL003,P012057,C008009,EMP0073,2024-02-03,14:30,Wellness,Mobile App,Completed,30,21,8,Kidney Disease,No,Yes,4
A0022741,CL001,P005954,C003996,EMP0019,2024-09-05,11:30,Wellness,Mobile App,Completed,30,25,13,Routine/Healthy,No,No,
A0022742,CL012,P012656,C008413,EMP0281,2024-12-28,10:45,Emergency,Phone,Completed,60,69,3,Gastrointestinal Upset,Yes,Yes,4
A0022743,CL011,P012570,C008352,EMP0251,2024-10-30,16:30,Sick Visit,In Person,No Show,30,,,,No,No,
A0022744,CL007,P000078,C000052,EMP0164,2024-07-02,10:30,Wellness,Phone,Completed,30,28,45,Routine/Healthy,No,Yes,4
A0022745,CL001,P005876,C003940,EMP0029,2024-05-14,08:45,Emergency,In Person,Completed,60,67,35,Urinary Tract Disease,No,No,5
A0022746,CL001,P004098,C002719,EMP0010,2025-03-03,15:45,Wellness,Phone,No Show,30,,,,Yes,No,
A0022747,CL011,P006972,C004668,EMP0255,2025-01-01,12:15,Follow-up,Phone,Completed,20,24,23,Dermatitis/Allergy,No,No,2
A0022748,CL001,P005766,C003870,EMP0007,2025-03-14,09:00,Surgery,Phone,Cancelled,150,,,,No,No,
A0022749,CL009,P010446,C006937,EMP0198,2024-10-02,14:00,Sick Visit,In Person,Completed,30,23,0,Otitis Externa,No,No,4
A0022750,CL005,P003520,C002336,EMP0130,2025-05-08,09:30,Emergency,Online,Completed,60,61,24,Mass/Neoplasia,No,No,5
A0022751,CL005,P012043,C008001,EMP0107,2025-07-09,14:45,Wellness,Phone,Completed,30,25,7,Dermatitis/Allergy,No,Yes,4
A0022752,CL012,P011050,C007348,EMP0293,2024-09-11,15:15,Wellness,In Person,Completed,30,30,17,Routine/Healthy,No,No,5
A0022753,CL005,P010458,C006945,EMP0123,2025-06-18,08:00,Sick Visit,Phone,Completed,30,26,30,Routine/Healthy,No,Yes,5
A0022754,CL005,P009977,C006639,EMP0119,2025-09-08,15:15,Wellness,Phone,Completed,30,23,4,Routine/Healthy,No,No,5
A0022755,CL009,P001405,C000942,EMP0218,2025-11-29,10:45,Specialty Consult,In Person,Completed,60,70,8,Routine/Healthy,No,Yes,4
A0022756,CL009,P011199,C007445,EMP0201,2024-09-09,11:45,Wellness,Phone,Cancelled,30,,,,No,No,
A0022757,CL012,P000363,C000249,EMP0277,2024-10-17,09:45,Surgery,Online,Completed,150,67,15,Dermatitis/Allergy,No,No,
A0022758,CL006,P000674,C000457,EMP0131,2025-05-13,10:15,Vaccination,Online,Completed,20,22,25,Routine/Healthy,No,No,5
A0022759,CL012,P002906,C001934,EMP0286,2024-01-03,16:00,Follow-up,In Person,Completed,20,11,16,Routine/Healthy,No,No,
A0022760,CL003,P004606,C003063,EMP0054,2024-09-08,14:15,Wellness,Phone,No Show,30,,,,No,No,
A0022761,CL006,P006291,C004222,EMP0132,2024-04-23,11:00,Sick Visit,Mobile App,Completed,30,30,32,Dental Disease,No,No,
A0022762,CL005,P011263,C007488,EMP0109,2025-10-02,10:15,Vaccination,Online,No Show,20,,,,No,No,
A0022763,CL008,P004992,C003332,EMP0191,2024-07-06,15:15,Wellness,In Person,Completed,30,29,18,Otitis Externa,No,Yes,5
A0022764,CL011,P004686,C003120,EMP0262,2024-05-14,16:30,Vaccination,In Person,Completed,20,11,13,Dermatitis/Allergy,No,No,
A0022765,CL005,P004259,C002833,EMP0111,2025-05-20,09:45,Sick Visit,Phone,Completed,30,43,0,Heart Disease,No,Yes,
A0022766,CL009,P011938,C007934,EMP0209,2025-10-18,16:00,Follow-up,Mobile App,Completed,20,10,26,Routine/Healthy,No,No,5
A0022767,CL001,P005541,C003719,EMP0007,2025-10-30,13:15,Sick Visit,Online,No Show,30,,,,No,No,
A0022768,CL004,P011074,C007363,EMP0088,2025-12-23,14:45,Wellness,Phone,Cancelled,30,,,,No,No,
A0022769,CL001,P000236,C000162,EMP0014,2024-07-03,13:15,Wellness,Phone,Completed,30,32,6,Gastrointestinal Upset,No,No,5
A0022770,CL011,P006894,C004618,EMP0251,2025-01-31,09:30,Sick Visit,In Person,Cancelled,30,,,,No,No,
A0022771,CL001,P011204,C007448,EMP0008,2024-11-18,13:15,Wellness,Online,Completed,30,19,0,Kidney Disease,No,Yes,4
A0022772,CL002,P004023,C002666,EMP0035,2024-03-20,16:45,Sick Visit,Online,Cancelled,30,,,,No,No,
A0022773,CL010,P012289,C008162,EMP0229,2025-02-13,16:15,Sick Visit,In Person,Completed,30,33,0,Trauma,No,Yes,4
A0022774,CL009,P010134,C006740,EMP0206,2025-09-20,09:45,Sick Visit,Phone,Completed,30,29,20,Dental Disease,No,No,2
A0022775,CL005,P006170,C004139,EMP0119,2024-06-10,11:15,Wellness,Online,Cancelled,30,,,,No,No,
A0022776,CL009,P004546,C003016,EMP0215,2024-08-30,11:15,Wellness,In Person,Completed,30,25,0,Kidney Disease,No,Yes,5
A0022777,CL009,P008308,C005543,EMP0201,2024-01-08,17:15,Emergency,Phone,Completed,60,56,42,Dental Disease,No,No,4
A0022778,CL006,P004125,C002739,EMP0134,2025-10-29,10:30,Emergency,In Person,Completed,60,35,19,Gastrointestinal Upset,No,No,5
A0022779,CL011,P008458,C005647,EMP0247,2025-01-27,16:30,Follow-up,Phone,No Show,20,,,,No,No,
A0022780,CL011,P004318,C002877,EMP0247,2024-10-11,08:15,Wellness,Mobile App,No Show,30,,,,No,No,
A0022781,CL003,P010927,C007257,EMP0062,2025-05-14,12:45,Dental,Mobile App,Completed,120,114,33,Mass/Neoplasia,No,Yes,5
A0022782,CL003,P011647,C007740,EMP0072,2024-07-08,16:45,Emergency,In Person,Cancelled,60,,,,No,No,
A0022783,CL002,P001353,C000904,EMP0031,2025-05-22,17:00,Wellness,Online,Cancelled,30,,,,No,No,
A0022784,CL011,P005131,C003427,EMP0260,2024-07-10,10:15,Follow-up,Phone,No Show,20,,,,No,No,
A0022785,CL005,P012433,C008258,EMP0109,2025-07-07,16:15,Emergency,Phone,Completed,60,64,24,Mass/Neoplasia,No,No,3
A0022786,CL003,P008818,C005868,EMP0073,2024-12-13,11:00,Sick Visit,Phone,Completed,30,29,18,Urinary Tract Disease,No,Yes,5
A0022787,CL006,P002604,C001723,EMP0133,2024-12-28,09:45,Vaccination,Online,Completed,20,17,0,Otitis Externa,No,No,
A0022788,CL001,P010499,C006969,EMP0016,2024-01-03,17:00,Dental,In Person,Completed,120,168,6,Heart Disease,No,No,4
A0022789,CL012,P009137,C006073,EMP0278,2024-11-15,14:00,Emergency,In Person,Completed,60,44,22,Routine/Healthy,No,No,4
A0022790,CL011,P002234,C001495,EMP0254,2024-12-10,11:15,Dental,Mobile App,Cancelled,120,,,,No,No,
A0022791,CL008,P001957,C001307,EMP0195,2024-08-15,13:45,Wellness,Phone,Completed,30,26,13,Lameness/Arthritis,No,No,5
A0022792,CL009,P001259,C000841,EMP0207,2024-01-09,17:45,Follow-up,Phone,Cancelled,20,,,,No,No,
A0022793,CL008,P010821,C007183,EMP0181,2024-12-07,09:45,Vaccination,In Person,Cancelled,20,,,,Yes,No,
A0022794,CL005,P004699,C003128,EMP0115,2025-10-31,14:15,Vaccination,In Person,Completed,20,21,16,Dental Disease,No,No,3
A0022795,CL009,P002990,C001989,EMP0214,2024-02-17,08:45,Dental,In Person,No Show,120,,,,No,No,
A0022796,CL008,P000282,C000197,EMP0194,2025-08-23,14:00,Dental,Mobile App,No Show,120,,,,No,No,
A0022797,CL003,P002488,C001655,EMP0075,2024-02-09,09:45,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0022798,CL003,P000859,C000586,EMP0057,2025-07-18,08:30,Vaccination,Mobile App,Completed,20,20,11,Gastrointestinal Upset,Yes,No,
A0022799,CL012,P004420,C002937,EMP0281,2025-05-12,14:15,Vaccination,In Person,Completed,20,19,2,Routine/Healthy,No,No,5
A0022800,CL011,P007008,C004689,EMP0266,2025-01-14,15:00,Wellness,Mobile App,Completed,30,24,17,Lameness/Arthritis,No,No,3
A0022801,CL004,P009350,C006220,EMP0097,2024-07-04,11:45,Wellness,In Person,Completed,30,24,25,Otitis Externa,No,No,2
A0022802,CL012,P007840,C005221,EMP0283,2024-11-27,08:00,Wellness,In Person,Cancelled,30,,,,No,No,
A0022803,CL008,P008827,C005876,EMP0186,2024-07-09,15:15,Follow-up,Phone,Completed,20,11,3,Lameness/Arthritis,No,Yes,
A0022804,CL006,P001734,C001151,EMP0144,2025-07-26,11:15,Dental,Phone,No Show,120,,,,No,No,
A0022805,CL008,P004669,C003108,EMP0182,2024-10-14,14:45,Specialty Consult,Online,Completed,60,61,17,Trauma,No,Yes,5
A0022806,CL007,P002134,C001425,EMP0164,2024-05-19,15:30,Vaccination,Mobile App,Completed,20,20,0,Dental Disease,No,Yes,5
A0022807,CL008,P004617,C003072,EMP0182,2024-05-16,15:30,Vaccination,In Person,Cancelled,20,,,,No,No,
A0022808,CL004,P010329,C006858,EMP0088,2025-02-06,13:00,Wellness,Phone,Cancelled,30,,,,No,No,
A0022809,CL008,P007254,C004851,EMP0181,2025-08-28,13:15,Sick Visit,Mobile App,Completed,30,26,25,Mass/Neoplasia,No,Yes,
A0022810,CL002,P003964,C002625,EMP0032,2025-10-14,15:15,Wellness,Phone,Completed,30,19,8,Routine/Healthy,No,No,5
A0022811,CL003,P006446,C004316,EMP0057,2025-01-24,16:15,Dental,Online,Cancelled,120,,,,Yes,No,
A0022812,CL010,P004655,C003099,EMP0227,2024-03-25,09:45,Specialty Consult,Mobile App,No Show,60,,,,No,No,
A0022813,CL002,P003713,C002456,EMP0033,2024-02-06,17:15,Emergency,In Person,Completed,60,27,12,Dermatitis/Allergy,No,Yes,5
A0022814,CL001,P008040,C005366,EMP0015,2025-09-20,15:45,Sick Visit,In Person,Completed,30,26,11,Lameness/Arthritis,No,No,3
A0022815,CL008,P010874,C007217,EMP0193,2024-12-27,08:15,Wellness,Mobile App,Completed,30,26,12,Upper Respiratory Infection,No,No,5
A0022816,CL008,P007783,C005182,EMP0190,2025-12-17,11:15,Vaccination,Phone,Completed,20,26,25,Dermatitis/Allergy,No,Yes,4
A0022817,CL007,P009821,C006529,EMP0170,2025-10-30,09:15,Sick Visit,In Person,Completed,30,25,30,Routine/Healthy,No,No,4
A0022818,CL008,P004938,C003292,EMP0182,2024-06-19,13:15,Dental,Mobile App,Completed,120,120,0,Gastrointestinal Upset,No,No,
A0022819,CL011,P001239,C000829,EMP0254,2024-08-23,14:15,Vaccination,Online,Completed,20,21,17,Trauma,Yes,Yes,5
A0022820,CL008,P010023,C006668,EMP0191,2024-12-04,17:30,Wellness,Online,Completed,30,14,17,Routine/Healthy,No,No,
A0022821,CL001,P011524,C007659,EMP0016,2024-01-08,14:00,Sick Visit,Online,Completed,30,34,23,Diabetes,No,Yes,4
A0022822,CL007,P010808,C007175,EMP0174,2024-04-05,15:00,Sick Visit,Phone,Completed,30,34,31,Heart Disease,No,Yes,4
A0022823,CL007,P009872,C006564,EMP0162,2025-06-04,09:00,Emergency,In Person,Completed,60,50,26,Urinary Tract Disease,No,Yes,
A0022824,CL007,P002592,C001715,EMP0160,2024-05-25,13:15,Sick Visit,Mobile App,Completed,30,37,16,Heart Disease,Yes,No,
A0022825,CL012,P004026,C002668,EMP0274,2025-08-01,09:15,Wellness,Mobile App,Completed,30,23,25,Trauma,No,No,5
A0022826,CL007,P003017,C002007,EMP0165,2024-07-07,16:00,Surgery,Phone,Completed,150,125,5,Dental Disease,No,No,5
A0022827,CL012,P007688,C005120,EMP0286,2025-11-23,17:15,Specialty Consult,In Person,No Show,60,,,,No,No,
A0022828,CL002,P006959,C004658,EMP0034,2024-10-29,16:15,Specialty Consult,Mobile App,Completed,60,71,15,Dermatitis/Allergy,Yes,No,4
A0022829,CL009,P002147,C001434,EMP0214,2025-08-27,08:45,Surgery,Mobile App,Completed,150,143,31,Routine/Healthy,Yes,No,5
A0022830,CL004,P000640,C000431,EMP0084,2025-07-12,10:30,Vaccination,Online,Completed,20,23,7,Urinary Tract Disease,No,Yes,4
A0022831,CL012,P005042,C003370,EMP0274,2025-03-20,12:30,Sick Visit,Mobile App,No Show,30,,,,No,No,
A0022832,CL001,P004078,C002703,EMP0016,2025-09-11,10:45,Dental,Online,Completed,120,158,0,Gastrointestinal Upset,No,No,5
A0022833,CL008,P009424,C006270,EMP0175,2024-12-20,09:30,Sick Visit,Phone,No Show,30,,,,No,No,
A0022834,CL011,P008503,C005673,EMP0262,2024-02-05,14:45,Sick Visit,Mobile App,Completed,30,23,24,Routine/Healthy,Yes,No,3
A0022835,CL005,P002634,C001743,EMP0119,2024-09-03,14:45,Specialty Consult,Phone,Completed,60,76,25,Routine/Healthy,Yes,No,5
A0022836,CL002,P006896,C004620,EMP0033,2025-07-30,09:15,Emergency,Online,Cancelled,60,,,,Yes,No,
A0022837,CL005,P011880,C007893,EMP0123,2024-09-03,14:15,Sick Visit,Phone,No Show,30,,,,No,No,
A0022838,CL007,P000120,C000081,EMP0165,2024-05-16,12:00,Specialty Consult,Mobile App,Completed,60,47,0,Heart Disease,No,Yes,3
A0022839,CL009,P004948,C003299,EMP0208,2024-11-11,09:30,Follow-up,In Person,Completed,20,15,16,Kidney Disease,No,No,5
A0022840,CL009,P003865,C002557,EMP0209,2024-03-02,13:45,Wellness,Online,Completed,30,34,14,Kidney Disease,No,Yes,5
A0022841,CL002,P002183,C001457,EMP0045,2024-04-22,08:15,Wellness,Mobile App,Completed,30,30,16,Routine/Healthy,Yes,No,4
A0022842,CL012,P009139,C006075,EMP0274,2025-09-09,09:15,Sick Visit,Phone,No Show,30,,,,No,No,
A0022843,CL008,P007702,C005130,EMP0193,2025-04-09,15:30,Vaccination,Online,Completed,20,11,12,Routine/Healthy,No,No,
A0022844,CL012,P005115,C003418,EMP0278,2024-01-30,08:00,Wellness,Phone,Completed,30,40,11,Lameness/Arthritis,No,No,4
A0022845,CL001,P001018,C000689,EMP0020,2025-02-17,14:15,Dental,Online,Completed,120,148,5,Lameness/Arthritis,No,No,5
A0022846,CL007,P008369,C005589,EMP0170,2025-03-16,14:45,Surgery,Online,Completed,150,169,11,Trauma,No,Yes,4
A0022847,CL006,P012327,C008184,EMP0146,2025-10-30,13:15,Wellness,In Person,No Show,30,,,,No,No,
A0022848,CL001,P011632,C007730,EMP0016,2025-10-16,09:30,Wellness,Mobile App,Completed,30,31,14,Trauma,No,Yes,5
A0022849,CL005,P012043,C008001,EMP0126,2024-06-02,10:00,Wellness,Phone,Completed,30,41,21,Routine/Healthy,Yes,No,
A0022850,CL005,P002895,C001925,EMP0122,2024-09-14,12:30,Follow-up,In Person,Completed,20,24,18,Other,No,Yes,5
A0022851,CL012,P011120,C007398,EMP0274,2025-09-25,15:30,Wellness,Online,Completed,30,37,15,Upper Respiratory Infection,No,No,1
A0022852,CL011,P007753,C005162,EMP0247,2025-10-04,18:15,Wellness,Online,Completed,30,28,6,Kidney Disease,No,No,5
A0022853,CL004,P004038,C002677,EMP0080,2025-03-22,11:00,Emergency,In Person,Cancelled,60,,,,No,No,
A0022854,CL003,P012550,C008339,EMP0068,2024-12-26,11:15,Wellness,Mobile App,Completed,30,35,3,Otitis Externa,No,No,5
A0022855,CL012,P008928,C005939,EMP0278,2024-04-06,14:15,Follow-up,Online,Completed,20,12,23,Lameness/Arthritis,No,Yes,5
A0022856,CL009,P002964,C001973,EMP0203,2025-02-14,15:30,Surgery,In Person,Completed,150,188,0,Urinary Tract Disease,No,Yes,
A0022857,CL006,P002048,C001367,EMP0149,2025-06-30,16:00,Surgery,Mobile App,Completed,150,88,14,Diabetes,Yes,No,4
A0022858,CL009,P010307,C006844,EMP0198,2024-08-11,14:00,Dental,In Person,Cancelled,120,,,,No,No,
A0022859,CL007,P002975,C001981,EMP0162,2024-07-03,13:00,Specialty Consult,Phone,No Show,60,,,,No,No,
A0022860,CL007,P006596,C004415,EMP0170,2024-09-06,09:30,Surgery,Mobile App,Completed,150,115,20,Lameness/Arthritis,No,No,
A0022861,CL001,P002215,C001483,EMP0016,2025-02-27,17:30,Wellness,In Person,Completed,30,42,16,Dermatitis/Allergy,Yes,No,5
A0022862,CL003,P000560,C000385,EMP0075,2025-01-22,10:30,Surgery,Phone,Cancelled,150,,,,No,No,
A0022863,CL009,P007120,C004765,EMP0210,2025-10-10,18:30,Vaccination,Online,Cancelled,20,,,,No,No,
A0022864,CL011,P005145,C003435,EMP0264,2025-10-13,10:45,Vaccination,In Person,No Show,20,,,,No,No,
A0022865,CL008,P011209,C007450,EMP0182,2025-02-05,16:15,Vaccination,Phone,Completed,20,15,18,Dermatitis/Allergy,No,No,5
A0022866,CL001,P007005,C004687,EMP0008,2025-11-25,09:45,Dental,Phone,Completed,120,78,20,Urinary Tract Disease,No,No,5
A0022867,CL006,P010150,C006751,EMP0132,2025-02-21,09:30,Emergency,Mobile App,Completed,60,36,9,Trauma,No,No,
A0022868,CL009,P007266,C004859,EMP0201,2025-12-29,09:15,Follow-up,In Person,No Show,20,,,,No,No,
A0022869,CL006,P008864,C005895,EMP0150,2025-01-13,15:45,Surgery,Online,No Show,150,,,,No,No,
A0022870,CL011,P001415,C000949,EMP0251,2024-04-04,13:00,Follow-up,In Person,No Show,20,,,,No,No,
A0022871,CL006,P006473,C004334,EMP0150,2025-08-23,11:45,Wellness,Mobile App,Completed,30,31,9,Lameness/Arthritis,No,No,5
A0022872,CL007,P007800,C005194,EMP0174,2025-09-22,12:30,Sick Visit,Online,Completed,30,26,16,Routine/Healthy,No,Yes,4
A0022873,CL005,P006798,C004547,EMP0124,2025-04-02,17:00,Sick Visit,Phone,Completed,30,24,27,Gastrointestinal Upset,No,No,3
A0022874,CL010,P005724,C003842,EMP0235,2025-09-19,17:45,Wellness,Online,Completed,30,40,13,Gastrointestinal Upset,No,No,
A0022875,CL009,P009919,C006596,EMP0209,2025-01-25,10:00,Vaccination,Mobile App,Completed,20,19,30,Mass/Neoplasia,No,No,5
A0022876,CL011,P009301,C006183,EMP0263,2024-05-11,14:00,Sick Visit,In Person,Cancelled,30,,,,No,No,
A0022877,CL002,P007620,C005076,EMP0033,2024-05-21,15:30,Sick Visit,In Person,Completed,30,32,21,Gastrointestinal Upset,No,No,4
A0022878,CL009,P003697,C002447,EMP0208,2024-07-23,12:45,Sick Visit,Online,No Show,30,,,,No,No,
A0022879,CL005,P009978,C006639,EMP0117,2024-08-13,08:15,Sick Visit,In Person,Completed,30,36,23,Heart Disease,No,No,4
A0022880,CL006,P001835,C001220,EMP0149,2025-12-25,08:30,Specialty Consult,Mobile App,Completed,60,29,0,Other,No,No,5
A0022881,CL010,P006296,C004225,EMP0236,2025-01-08,12:15,Sick Visit,Online,No Show,30,,,,No,No,
A0022882,CL003,P008798,C005852,EMP0068,2025-06-11,13:15,Sick Visit,Mobile App,Completed,30,41,7,Gastrointestinal Upset,No,No,1
A0022883,CL011,P002837,C001890,EMP0250,2025-12-28,10:00,Follow-up,Phone,Completed,20,19,9,Gastrointestinal Upset,No,Yes,
A0022884,CL001,P000147,C000100,EMP0020,2025-04-25,14:45,Dental,Phone,Completed,120,128,9,Routine/Healthy,No,No,3
A0022885,CL011,P005364,C003590,EMP0264,2025-10-08,08:30,Specialty Consult,In Person,Completed,60,54,26,Mass/Neoplasia,No,No,
A0022886,CL011,P012320,C008178,EMP0260,2025-08-16,14:45,Emergency,In Person,Completed,60,80,19,Upper Respiratory Infection,No,No,5
A0022887,CL005,P002956,C001966,EMP0130,2025-05-01,11:15,Sick Visit,Mobile App,Completed,30,25,19,Trauma,No,No,5
A0022888,CL004,P001308,C000871,EMP0077,2025-12-27,15:00,Sick Visit,Mobile App,Completed,30,36,19,Lameness/Arthritis,No,No,
A0022889,CL002,P005978,C004008,EMP0045,2024-05-16,11:00,Wellness,Phone,Completed,30,22,16,Trauma,No,No,5
A0022890,CL008,P002253,C001509,EMP0190,2024-05-03,09:15,Specialty Consult,Phone,Completed,60,50,10,Upper Respiratory Infection,No,No,5
A0022891,CL007,P006125,C004110,EMP0170,2025-08-11,08:00,Vaccination,In Person,Completed,20,22,0,Dermatitis/Allergy,No,Yes,5
A0022892,CL009,P011329,C007538,EMP0208,2025-10-29,14:00,Sick Visit,In Person,Completed,30,24,6,Gastrointestinal Upset,No,No,5
A0022893,CL012,P011695,C007772,EMP0300,2025-12-01,08:00,Dental,Phone,No Show,120,,,,No,No,
A0022894,CL006,P008630,C005747,EMP0150,2025-10-06,10:30,Wellness,Phone,Completed,30,18,10,Routine/Healthy,No,No,2
A0022895,CL010,P010530,C006989,EMP0227,2024-03-14,08:00,Sick Visit,Mobile App,Completed,30,42,21,Lameness/Arthritis,No,No,5
A0022896,CL011,P008498,C005669,EMP0256,2025-05-03,11:30,Specialty Consult,Mobile App,Completed,60,55,11,Dermatitis/Allergy,No,No,
A0022897,CL001,P010956,C007279,EMP0016,2024-11-20,16:45,Sick Visit,Phone,Completed,30,27,20,Otitis Externa,No,No,5
A0022898,CL002,P003855,C002550,EMP0041,2025-11-25,10:45,Wellness,Online,No Show,30,,,,No,No,
A0022899,CL001,P004737,C003156,EMP0016,2024-09-02,08:00,Follow-up,Online,Completed,20,20,21,Urinary Tract Disease,No,Yes,
A0022900,CL012,P007941,C005295,EMP0291,2025-07-25,14:45,Follow-up,In Person,Cancelled,20,,,,No,No,
A0022901,CL009,P008689,C005784,EMP0198,2024-06-05,16:15,Sick Visit,Mobile App,Completed,30,28,16,Diabetes,No,Yes,
A0022902,CL008,P004811,C003206,EMP0190,2024-08-15,13:45,Sick Visit,Online,No Show,30,,,,No,No,
A0022903,CL012,P003119,C002070,EMP0298,2024-10-02,13:45,Wellness,Online,No Show,30,,,,Yes,No,
A0022904,CL001,P002102,C001403,EMP0014,2024-03-01,10:15,Follow-up,Mobile App,No Show,20,,,,No,No,
A0022905,CL004,P002766,C001839,EMP0080,2024-10-14,10:30,Sick Visit,Mobile App,Cancelled,30,,,,No,No,
A0022906,CL001,P009235,C006139,EMP0029,2025-04-20,13:45,Dental,Phone,Completed,120,97,12,Trauma,No,No,
A0022907,CL011,P004724,C003147,EMP0256,2024-02-03,16:15,Follow-up,Phone,Cancelled,20,,,,No,No,
A0022908,CL002,P009777,C006501,EMP0041,2025-10-13,14:00,Wellness,Mobile App,Completed,30,25,14,Otitis Externa,No,No,
A0022909,CL008,P002826,C001882,EMP0193,2025-12-16,14:15,Wellness,Mobile App,Completed,30,32,28,Other,No,No,4
A0022910,CL012,P011533,C007664,EMP0281,2024-07-08,15:15,Sick Visit,Online,Completed,30,25,12,Routine/Healthy,No,Yes,
A0022911,CL007,P005006,C003343,EMP0165,2025-04-21,15:30,Wellness,Phone,Completed,30,26,0,Kidney Disease,No,Yes,
A0022912,CL001,P000911,C000623,EMP0020,2024-12-11,17:45,Emergency,In Person,Completed,60,63,31,Routine/Healthy,No,No,5
A0022913,CL011,P002740,C001820,EMP0254,2025-08-30,10:15,Specialty Consult,Online,Cancelled,60,,,,No,No,
A0022914,CL004,P000388,C000268,EMP0092,2024-01-20,14:45,Follow-up,Online,No Show,20,,,,No,No,
A0022915,CL004,P011500,C007643,EMP0097,2025-05-16,15:30,Sick Visit,Online,Completed,30,33,12,Routine/Healthy,No,No,4
A0022916,CL003,P007590,C005058,EMP0072,2024-05-22,16:00,Wellness,Phone,No Show,30,,,,No,No,
A0022917,CL003,P000859,C000586,EMP0073,2025-03-26,17:30,Specialty Consult,Phone,Completed,60,82,23,Urinary Tract Disease,No,No,5
A0022918,CL008,P002819,C001877,EMP0186,2025-03-10,16:15,Wellness,Mobile App,No Show,30,,,,No,No,
A0022919,CL011,P000943,C000645,EMP0257,2024-12-31,11:15,Wellness,Phone,Cancelled,30,,,,No,No,
A0022920,CL001,P008157,C005439,EMP0014,2024-07-12,16:30,Wellness,Online,Completed,30,33,38,Mass/Neoplasia,No,No,5
A0022921,CL007,P007111,C004757,EMP0162,2024-11-05,16:30,Emergency,Mobile App,Completed,60,63,27,Routine/Healthy,No,No,5
A0022922,CL011,P000550,C000377,EMP0260,2024-06-25,15:30,Vaccination,Mobile App,Cancelled,20,,,,Yes,No,
A0022923,CL007,P008204,C005474,EMP0174,2025-08-29,14:45,Sick Visit,In Person,Completed,30,33,0,Upper Respiratory Infection,No,Yes,5
A0022924,CL001,P000476,C000328,EMP0026,2025-05-06,09:45,Surgery,Phone,Completed,150,142,21,Otitis Externa,No,Yes,5
A0022925,CL005,P000864,C000590,EMP0107,2025-02-25,17:15,Sick Visit,Online,Completed,30,43,18,Kidney Disease,No,No,4
A0022926,CL004,P005898,C003953,EMP0080,2024-06-24,10:00,Sick Visit,Mobile App,Completed,30,39,13,Otitis Externa,Yes,No,5
A0022927,CL008,P011635,C007731,EMP0193,2024-03-02,09:15,Vaccination,In Person,Completed,20,16,0,Mass/Neoplasia,No,No,5
A0022928,CL002,P001928,C001285,EMP0031,2025-03-22,11:15,Emergency,Phone,No Show,60,,,,No,No,
A0022929,CL012,P000750,C000507,EMP0298,2025-07-30,17:00,Surgery,Mobile App,Completed,150,174,20,Dental Disease,Yes,Yes,5
