InvoiceID,AppointmentID,ClinicID,ClientID,PetID,InvoiceDate,Subtotal,TaxAmount,TotalAmount,AmountPaid,BalanceDue,PaymentStatus,PaymentMethod,InsuranceClaim
INV0015552,A0023281,CL009,C001817,P002735,2025-08-02,409.03,28.63,437.66,437.66,0.0,Paid,Debit Card,No
INV0015553,A0023283,CL012,C000207,P000298,2025-04-12,404.03,0.0,404.03,404.03,0.0,Paid,Cash,No
INV0015554,A0023284,CL003,C004787,P007152,2025-11-10,1657.1,116.0,1773.1,1773.1,0.0,Paid,Cash,No
INV0015555,A0023285,CL009,C001483,P002215,2024-01-11,418.9,0.0,418.9,418.9,0.0,Paid,Pet Insurance,Yes
INV0015556,A0023287,CL004,C002218,P003339,2024-11-18,229.62,16.07,245.69,0,245.69,Unpaid,,No
INV0015557,A0023288,CL004,C004937,P007389,2024-11-13,894.77,62.63,957.4,957.4,0.0,Paid,Online Payment,No
INV0015558,A0023289,CL008,C004332,P006470,2024-11-26,99.11,0.0,99.11,99.11,0.0,Paid,Online Payment,No
INV0015559,A0023290,CL010,C007993,P012033,2024-09-23,122.71,8.59,131.3,131.3,0.0,Paid,Credit Card,No
INV0015560,A0023291,CL007,C002403,P003620,2024-04-16,213.87,0.0,213.87,213.87,0.0,Paid,Cash,No
INV0015561,A0023293,CL001,C005656,P008471,2025-03-02,551.28,0.0,551.28,551.28,0.0,Paid,Online Payment,No
INV0015562,A0023295,CL007,C006515,P009799,2024-09-09,210.37,0.0,210.37,210.37,0.0,Paid,CareCredit,No
INV0015563,A0023296,CL011,C000652,P000954,2024-09-05,874.38,61.21,935.59,935.59,0.0,Paid,Online Payment,No
INV0015564,A0023297,CL008,C003840,P005722,2024-06-06,161.25,0.0,161.25,161.25,0.0,Paid,Credit Card,No
INV0015565,A0023300,CL002,C002653,P004006,2025-12-22,651.03,0.0,651.03,651.03,0.0,Paid,Credit Card,No
INV0015566,A0023304,CL011,C002877,P004317,2025-03-08,228.12,15.97,244.09,244.09,0.0,Paid,Cash,No
INV0015567,A0023305,CL005,C005244,P007869,2024-03-11,124.03,8.68,132.71,132.71,0.0,Paid,Debit Card,No
INV0015568,A0023307,CL011,C002111,P003186,2025-03-18,322.14,0.0,322.14,322.14,0.0,Paid,Credit Card,No
INV0015569,A0023308,CL004,C003188,P004785,2024-04-03,213.19,0.0,213.19,213.19,0.0,Paid,Debit Card,No
INV0015570,A0023309,CL004,C001115,P001675,2024-01-20,755.32,0.0,755.32,755.32,0.0,Paid,Cash,No
INV0015571,A0023310,CL001,C005983,P009000,2024-01-06,1341.9,0.0,1341.9,1341.9,0.0,Paid,Cash,No
INV0015572,A0023311,CL010,C007553,P011354,2025-06-09,184.45,0.0,184.45,184.45,0.0,Paid,Online Payment,No
INV0015573,A0023312,CL007,C001148,P001730,2024-04-22,322.74,22.59,345.33,345.33,0.0,Paid,Debit Card,No
INV0015574,A0023313,CL005,C008275,P012459,2024-06-17,165.89,11.61,177.5,177.5,0.0,Paid,Cash,No
INV0015575,A0023314,CL008,C005055,P007585,2024-02-28,250.25,0.0,250.25,250.25,0.0,Paid,CareCredit,No
INV0015576,A0023316,CL001,C000821,P001228,2025-02-28,129.72,0.0,129.72,129.72,0.0,Paid,Cash,No
INV0015577,A0023317,CL004,C004960,P007431,2024-04-26,261.17,0.0,261.17,261.17,0.0,Paid,Pet Insurance,No
INV0015578,A0023318,CL001,C002399,P003616,2024-10-30,459.65,32.18,491.83,491.83,0.0,Paid,CareCredit,No
INV0015579,A0023319,CL008,C005886,P008845,2024-02-01,294.79,0.0,294.79,294.79,0.0,Paid,Debit Card,No
INV0015580,A0023321,CL003,C005891,P008858,2025-08-23,307.0,0.0,307.0,307.0,0.0,Paid,Pet Insurance,No
INV0015581,A0023324,CL005,C002355,P003551,2025-05-19,72.59,0.0,72.59,72.59,0.0,Paid,Cash,No
INV0015582,A0023326,CL011,C005890,P008852,2025-03-12,273.27,19.13,292.4,292.4,0.0,Paid,Pet Insurance,No
INV0015583,A0023327,CL008,C001096,P001642,2025-07-24,458.45,0.0,458.45,458.45,0.0,Paid,Credit Card,No
INV0015584,A0023331,CL006,C000264,P000382,2024-04-24,253.09,0.0,253.09,253.09,0.0,Paid,Online Payment,No
INV0015585,A0023332,CL008,C004509,P006742,2024-01-20,313.59,21.95,335.54,335.54,0.0,Paid,Credit Card,No
INV0015586,A0023333,CL002,C007200,P010846,2024-04-27,227.52,0.0,227.52,227.52,0.0,Paid,Pet Insurance,No
INV0015587,A0023334,CL010,C007831,P011786,2024-12-18,512.07,35.84,547.91,547.91,0.0,Paid,Pet Insurance,No
INV0015588,A0023337,CL004,C005129,P007700,2024-08-23,96.3,0.0,96.3,96.3,0.0,Paid,Debit Card,No
INV0015589,A0023339,CL011,C000280,P000405,2025-06-28,151.67,10.62,162.29,162.29,0.0,Paid,Credit Card,No
INV0015590,A0023340,CL003,C003889,P005799,2024-02-23,206.68,0.0,206.68,206.68,0.0,Paid,Pet Insurance,Yes
INV0015591,A0023342,CL003,C006830,P010283,2025-10-18,787.18,55.1,842.28,842.28,0.0,Paid,CareCredit,No
INV0015592,A0023343,CL009,C003399,P005088,2024-09-19,204.81,14.34,219.15,219.15,0.0,Paid,Debit Card,No
INV0015593,A0023344,CL003,C000006,P000009,2025-10-06,274.23,19.2,293.43,293.43,0.0,Paid,Pet Insurance,No
INV0015594,A0023346,CL010,C001243,P001865,2024-02-09,187.2,13.1,200.3,200.3,0.0,Paid,Online Payment,No
INV0015595,A0023347,CL009,C005455,P008181,2025-09-28,84.86,5.94,90.8,90.8,0.0,Paid,CareCredit,No
INV0015596,A0023348,CL009,C002462,P003726,2024-06-21,177.75,12.44,190.19,190.19,0.0,Paid,CareCredit,No
INV0015597,A0023354,CL002,C001594,P002390,2024-04-28,197.62,0.0,197.62,197.62,0.0,Paid,Cash,No
INV0015598,A0023356,CL004,C006381,P009600,2024-02-26,190.42,13.33,203.75,0,203.75,Written Off,,No
INV0015599,A0023358,CL004,C005309,P007962,2024-09-16,1000.28,70.02,1070.3,1070.3,0.0,Paid,CareCredit,No
INV0015600,A0023359,CL007,C004799,P007174,2025-02-05,235.76,0.0,235.76,235.76,0.0,Paid,Debit Card,No
INV0015601,A0023363,CL006,C003011,P004538,2025-11-24,196.14,0.0,196.14,196.14,0.0,Paid,Online Payment,No
INV0015602,A0023364,CL007,C005145,P007727,2025-12-02,213.27,0.0,213.27,213.27,0.0,Paid,Cash,No
INV0015603,A0023365,CL001,C003245,P004872,2024-03-28,664.4,0.0,664.4,664.4,0.0,Paid,CareCredit,No
INV0015604,A0023366,CL011,C004892,P007316,2024-08-21,890.52,0.0,890.52,890.52,0.0,Paid,Online Payment,No
INV0015605,A0023367,CL011,C002349,P003539,2025-10-28,1321.04,0.0,1321.04,1321.04,0.0,Paid,Debit Card,No
INV0015606,A0023368,CL010,C002300,P003467,2025-04-19,284.12,0.0,284.12,284.12,0.0,Paid,Online Payment,No
INV0015607,A0023370,CL010,C002127,P003208,2024-12-27,203.54,0.0,203.54,203.54,0.0,Paid,Debit Card,No
INV0015608,A0023373,CL012,C002949,P004442,2025-06-09,218.33,0.0,218.33,218.33,0.0,Paid,Online Payment,No
INV0015609,A0023374,CL011,C004970,P007447,2024-03-07,736.43,0.0,736.43,736.43,0.0,Paid,Cash,No
INV0015610,A0023375,CL002,C000381,P000555,2025-12-14,168.08,0.0,168.08,168.08,0.0,Paid,CareCredit,No
INV0015611,A0023376,CL005,C005563,P008334,2025-04-11,161.06,0.0,161.06,161.06,0.0,Paid,Credit Card,No
INV0015612,A0023379,CL005,C006019,P009059,2024-08-10,271.35,0.0,271.35,271.35,0.0,Paid,Online Payment,No
INV0015613,A0023380,CL006,C002659,P004014,2024-07-19,1154.03,0.0,1154.03,1154.03,0.0,Paid,Cash,No
INV0015614,A0023382,CL003,C006219,P009348,2025-04-11,193.93,0.0,193.93,193.93,0.0,Paid,Cash,No
INV0015615,A0023383,CL002,C006279,P009442,2025-07-04,936.33,0.0,936.33,936.33,0.0,Paid,CareCredit,No
INV0015616,A0023385,CL011,C002676,P004037,2025-02-06,287.16,20.1,307.26,307.26,0.0,Paid,Online Payment,No
INV0015617,A0023386,CL012,C002937,P004420,2024-08-07,222.24,0.0,222.24,222.24,0.0,Paid,Debit Card,No
INV0015618,A0023387,CL012,C002937,P004420,2025-05-05,427.06,29.89,456.95,456.95,0.0,Paid,Credit Card,No
INV0015619,A0023390,CL001,C006440,P009686,2024-03-21,178.79,0.0,178.79,72.49,106.3,Partially Paid,CareCredit,No
INV0015620,A0023391,CL009,C004437,P006626,2024-07-02,377.05,0.0,377.05,377.05,0.0,Paid,CareCredit,No
INV0015621,A0023392,CL010,C004354,P006505,2025-06-17,22.46,0.0,22.46,22.46,0.0,Paid,Pet Insurance,No
INV0015622,A0023393,CL005,C006315,P009499,2025-10-25,326.14,0.0,326.14,326.14,0.0,Paid,Credit Card,No
INV0015623,A0023394,CL007,C001114,P001674,2024-02-16,277.46,0.0,277.46,277.46,0.0,Paid,Online Payment,No
INV0015624,A0023395,CL002,C000731,P001083,2025-01-08,320.03,22.4,342.43,342.43,0.0,Paid,CareCredit,No
INV0015625,A0023396,CL002,C004660,P006961,2024-03-30,1060.85,0.0,1060.85,1060.85,0.0,Paid,CareCredit,No
INV0015626,A0023397,CL003,C004360,P006514,2025-12-15,1137.82,0.0,1137.82,1137.82,0.0,Paid,Online Payment,No
INV0015627,A0023398,CL012,C003290,P004936,2024-11-06,331.63,23.21,354.84,354.84,0.0,Paid,Cash,No
INV0015628,A0023400,CL011,C007091,P010686,2024-08-24,1149.31,0.0,1149.31,1149.31,0.0,Paid,Credit Card,No
INV0015629,A0023401,CL010,C000769,P001148,2025-08-24,424.63,29.72,454.35,454.35,0.0,Paid,Online Payment,No
INV0015630,A0023402,CL006,C005783,P008687,2024-04-06,212.98,0.0,212.98,212.98,0.0,Paid,Cash,No
INV0015631,A0023406,CL010,C008239,P012404,2024-08-06,345.19,0.0,345.19,345.19,0.0,Paid,Cash,No
INV0015632,A0023407,CL008,C006423,P009664,2024-07-25,33.93,2.38,36.31,36.31,0.0,Paid,Credit Card,No
INV0015633,A0023408,CL005,C002655,P004008,2024-12-30,941.05,0.0,941.05,941.05,0.0,Paid,Pet Insurance,No
INV0015634,A0023409,CL002,C007674,P011546,2025-01-18,37.75,0.0,37.75,37.75,0.0,Paid,Debit Card,No
INV0015635,A0023410,CL007,C007075,P010662,2025-11-13,111.99,7.84,119.83,119.83,0.0,Paid,CareCredit,No
INV0015636,A0023411,CL008,C000061,P000093,2025-07-05,204.21,0.0,204.21,204.21,0.0,Paid,Pet Insurance,Yes
INV0015637,A0023415,CL007,C005811,P008732,2025-09-23,131.71,0.0,131.71,131.71,0.0,Paid,Debit Card,No
INV0015638,A0023416,CL002,C004848,P007251,2025-02-15,834.04,0.0,834.04,834.04,0.0,Paid,Credit Card,No
INV0015639,A0023418,CL008,C005274,P007913,2025-10-24,329.37,0.0,329.37,329.37,0.0,Paid,Cash,No
INV0015640,A0023419,CL008,C004883,P007305,2024-09-30,298.71,0.0,298.71,298.71,0.0,Paid,Cash,No
INV0015641,A0023420,CL006,C000225,P000324,2024-11-11,327.59,0.0,327.59,327.59,0.0,Paid,CareCredit,No
INV0015642,A0023421,CL009,C006161,P009269,2025-10-02,216.35,0.0,216.35,216.35,0.0,Paid,CareCredit,No
INV0015643,A0023423,CL011,C004019,P005996,2024-04-01,185.56,12.99,198.55,198.55,0.0,Paid,Online Payment,No
INV0015644,A0023424,CL003,C002115,P003190,2025-10-27,147.28,0.0,147.28,147.28,0.0,Paid,Cash,No
INV0015645,A0023425,CL009,C007165,P010793,2024-12-17,114.81,0.0,114.81,114.81,0.0,Paid,CareCredit,No
INV0015646,A0023427,CL006,C000345,P000502,2024-07-18,757.1,0.0,757.1,757.1,0.0,Paid,CareCredit,No
INV0015647,A0023429,CL006,C004224,P006294,2024-05-15,321.2,0.0,321.2,321.2,0.0,Paid,Debit Card,No
INV0015648,A0023431,CL005,C005529,P008287,2025-08-15,377.57,0.0,377.57,377.57,0.0,Paid,Credit Card,No
INV0015649,A0023432,CL005,C006717,P010099,2024-06-10,174.67,0.0,174.67,174.67,0.0,Paid,Credit Card,No
INV0015650,A0023434,CL010,C002127,P003209,2025-12-20,72.29,0.0,72.29,72.29,0.0,Paid,Online Payment,No
INV0015651,A0023435,CL009,C002025,P003048,2024-04-08,222.35,0.0,222.35,222.35,0.0,Paid,Debit Card,No
INV0015652,A0023437,CL009,C000740,P001099,2025-04-19,320.49,22.43,342.92,342.92,0.0,Paid,Pet Insurance,Yes
INV0015653,A0023438,CL002,C005227,P007848,2024-08-27,211.04,0.0,211.04,211.04,0.0,Paid,Credit Card,No
INV0015654,A0023439,CL012,C004947,P007409,2024-06-18,894.45,62.61,957.06,957.06,0.0,Paid,Cash,No
INV0015655,A0023440,CL009,C004857,P007263,2025-09-17,128.89,0.0,128.89,128.89,0.0,Paid,Online Payment,No
INV0015656,A0023441,CL007,C003793,P005644,2024-02-28,196.51,0.0,196.51,196.51,0.0,Paid,Online Payment,No
INV0015657,A0023442,CL012,C008425,P012679,2024-06-25,322.0,0.0,322.0,322.0,0.0,Paid,Online Payment,No
INV0015658,A0023443,CL007,C004913,P007351,2025-10-25,812.32,0.0,812.32,812.32,0.0,Paid,Pet Insurance,Yes
INV0015659,A0023446,CL010,C004759,P007114,2024-09-20,258.48,18.09,276.57,276.57,0.0,Paid,CareCredit,No
INV0015660,A0023447,CL009,C006593,P009913,2024-07-26,117.95,0.0,117.95,117.95,0.0,Paid,Pet Insurance,Yes
INV0015661,A0023448,CL004,C004706,P007037,2024-10-09,139.79,0.0,139.79,139.79,0.0,Paid,Pet Insurance,No
INV0015662,A0023450,CL006,C000793,P001183,2024-01-12,203.22,0.0,203.22,203.22,0.0,Paid,Credit Card,No
INV0015663,A0023453,CL011,C001416,P002122,2025-04-05,91.58,6.41,97.99,97.99,0.0,Paid,Cash,No
INV0015664,A0023454,CL004,C003547,P005307,2025-09-11,61.5,0.0,61.5,0,61.5,Unpaid,,No
INV0015665,A0023455,CL011,C003494,P005234,2025-12-10,52.89,0.0,52.89,52.89,0.0,Paid,Cash,No
INV0015666,A0023456,CL010,C002887,P004331,2025-01-23,172.31,12.06,184.37,184.37,0.0,Paid,Debit Card,No
INV0015667,A0023457,CL001,C002958,P004459,2025-12-03,290.71,20.35,311.06,311.06,0.0,Paid,Cash,No
INV0015668,A0023458,CL007,C002780,P004192,2025-11-29,197.22,0.0,197.22,197.22,0.0,Paid,Credit Card,No
INV0015669,A0023459,CL011,C004940,P007394,2025-09-04,717.72,0.0,717.72,467.25,250.47,Partially Paid,Cash,No
INV0015670,A0023462,CL008,C002004,P003012,2024-01-22,343.13,24.02,367.15,367.15,0.0,Paid,Cash,No
INV0015671,A0023463,CL001,C004447,P006641,2024-11-06,201.84,14.13,215.97,215.97,0.0,Paid,Debit Card,No
INV0015672,A0023464,CL001,C007102,P010701,2024-11-03,225.23,0.0,225.23,225.23,0.0,Paid,Credit Card,No
INV0015673,A0023465,CL003,C005413,P008115,2024-09-12,195.59,0.0,195.59,195.59,0.0,Paid,Credit Card,No
INV0015674,A0023466,CL002,C005070,P007607,2025-01-02,39.9,0.0,39.9,39.9,0.0,Paid,Pet Insurance,Yes
INV0015675,A0023467,CL004,C007196,P010842,2025-09-28,223.13,0.0,223.13,223.13,0.0,Paid,Pet Insurance,No
INV0015676,A0023468,CL005,C006347,P009551,2025-12-13,790.56,0.0,790.56,790.56,0.0,Paid,Debit Card,No
INV0015677,A0023469,CL008,C006314,P009498,2025-03-04,56.1,0.0,56.1,56.1,0.0,Paid,Pet Insurance,Yes
INV0015678,A0023470,CL009,C003372,P005044,2024-04-13,573.66,0.0,573.66,573.66,0.0,Paid,Credit Card,No
INV0015679,A0023471,CL011,C004289,P006402,2024-05-03,692.74,0.0,692.74,692.74,0.0,Paid,Pet Insurance,Yes
INV0015680,A0023472,CL009,C002990,P004506,2024-06-14,1413.02,0.0,1413.02,1413.02,0.0,Paid,CareCredit,No
INV0015681,A0023473,CL010,C006845,P010308,2024-10-05,355.67,0.0,355.67,355.67,0.0,Paid,Pet Insurance,Yes
INV0015682,A0023475,CL001,C003057,P004599,2025-10-30,500.82,35.06,535.88,535.88,0.0,Paid,Online Payment,No
INV0015683,A0023478,CL005,C003258,P004890,2025-08-26,380.6,0.0,380.6,380.6,0.0,Paid,Pet Insurance,Yes
INV0015684,A0023479,CL005,C003611,P005394,2025-12-21,581.32,40.69,622.01,622.01,0.0,Paid,Debit Card,No
INV0015685,A0023480,CL002,C000166,P000241,2024-11-01,124.8,0.0,124.8,124.8,0.0,Paid,Pet Insurance,No
INV0015686,A0023481,CL003,C005428,P008140,2024-11-17,175.02,0.0,175.02,175.02,0.0,Paid,Credit Card,No
INV0015687,A0023482,CL004,C002108,P003179,2025-04-25,289.98,20.3,310.28,310.28,0.0,Paid,Online Payment,No
INV0015688,A0023483,CL003,C006232,P009365,2025-11-10,570.03,0.0,570.03,438.26,131.77,Partially Paid,Credit Card,No
INV0015689,A0023484,CL003,C008177,P012317,2025-12-22,470.14,0.0,470.14,470.14,0.0,Paid,Cash,No
INV0015690,A0023485,CL003,C000042,P000062,2025-12-26,488.41,34.19,522.6,522.6,0.0,Paid,Debit Card,No
INV0015691,A0023487,CL009,C008274,P012457,2025-10-03,144.49,10.11,154.6,0,154.6,Unpaid,,No
INV0015692,A0023489,CL009,C006675,P010037,2025-09-04,341.78,0.0,341.78,341.78,0.0,Paid,Pet Insurance,No
INV0015693,A0023492,CL007,C006182,P009300,2025-08-02,156.98,0.0,156.98,156.98,0.0,Paid,CareCredit,No
INV0015694,A0023496,CL010,C008322,P012526,2025-10-25,310.39,0.0,310.39,310.39,0.0,Paid,Credit Card,No
INV0015695,A0023499,CL009,C003238,P004861,2024-11-30,1268.57,88.8,1357.37,1357.37,0.0,Paid,Online Payment,No
INV0015696,A0023500,CL005,C006036,P009084,2024-03-24,132.06,0.0,132.06,132.06,0.0,Paid,Pet Insurance,No
INV0015697,A0023501,CL006,C000915,P001367,2024-09-03,151.64,10.61,162.25,162.25,0.0,Paid,Credit Card,No
INV0015698,A0023502,CL005,C004173,P006217,2025-11-01,472.54,0.0,472.54,472.54,0.0,Paid,Pet Insurance,No
INV0015699,A0023503,CL003,C005966,P008976,2025-01-17,218.85,0.0,218.85,218.85,0.0,Paid,Debit Card,No
INV0015700,A0023504,CL007,C005842,P008783,2025-07-25,102.95,7.21,110.16,110.16,0.0,Paid,Online Payment,No
INV0015701,A0023505,CL004,C004960,P007430,2024-10-24,286.16,0.0,286.16,199.62,86.54,Partially Paid,Cash,No
INV0015702,A0023506,CL012,C002371,P003574,2025-10-23,233.28,16.33,249.61,249.61,0.0,Paid,Credit Card,No
INV0015703,A0023507,CL005,C007082,P010673,2025-03-04,173.95,0.0,173.95,173.95,0.0,Paid,Cash,No
INV0015704,A0023508,CL007,C002975,P004483,2024-12-03,300.88,0.0,300.88,300.88,0.0,Paid,Credit Card,No
INV0015705,A0023509,CL012,C000987,P001469,2025-02-14,169.47,0.0,169.47,169.47,0.0,Paid,Cash,No
INV0015706,A0023511,CL004,C006406,P009639,2025-10-01,44.63,3.12,47.75,47.75,0.0,Paid,CareCredit,No
INV0015707,A0023512,CL003,C007845,P011805,2025-06-12,1034.14,72.39,1106.53,1106.53,0.0,Paid,Online Payment,No
INV0015708,A0023513,CL005,C004145,P006178,2025-10-23,1091.5,0.0,1091.5,1091.5,0.0,Paid,Cash,No
INV0015709,A0023515,CL001,C003703,P005519,2025-09-01,127.26,8.91,136.17,136.17,0.0,Paid,Debit Card,No
INV0015710,A0023516,CL004,C006521,P009807,2025-10-04,153.63,0.0,153.63,153.63,0.0,Paid,Pet Insurance,Yes
INV0015711,A0023517,CL012,C000987,P001469,2025-12-16,59.3,4.15,63.45,63.45,0.0,Paid,Credit Card,No
INV0015712,A0023518,CL004,C000663,P000974,2024-01-02,98.67,6.91,105.58,105.58,0.0,Paid,Cash,No
INV0015713,A0023520,CL004,C006816,P010257,2024-05-25,419.66,0.0,419.66,419.66,0.0,Paid,Cash,No
INV0015714,A0023521,CL009,C003386,P005068,2024-05-06,373.03,0.0,373.03,373.03,0.0,Paid,Cash,No
INV0015715,A0023522,CL012,C007580,P011396,2024-06-24,256.81,17.98,274.79,274.79,0.0,Paid,Credit Card,No
INV0015716,A0023523,CL008,C005529,P008286,2025-02-14,694.08,0.0,694.08,694.08,0.0,Paid,Online Payment,No
INV0015717,A0023524,CL003,C003636,P005424,2024-10-07,1079.32,0.0,1079.32,1079.32,0.0,Paid,Cash,No
INV0015718,A0023525,CL001,C006201,P009325,2024-07-26,211.7,0.0,211.7,0,211.7,Unpaid,,No
INV0015719,A0023526,CL008,C002001,P003008,2024-05-17,139.02,0.0,139.02,139.02,0.0,Paid,Online Payment,No
INV0015720,A0023528,CL009,C007061,P010641,2024-02-09,396.24,0.0,396.24,396.24,0.0,Paid,Cash,No
INV0015721,A0023530,CL008,C006275,P009433,2024-11-21,484.8,33.94,518.74,518.74,0.0,Paid,Online Payment,No
INV0015722,A0023531,CL007,C000122,P000184,2024-12-03,113.98,7.98,121.96,121.96,0.0,Paid,Debit Card,No
INV0015723,A0023533,CL008,C002589,P003915,2024-07-20,721.87,0.0,721.87,721.87,0.0,Paid,Online Payment,No
INV0015724,A0023534,CL002,C002183,P003293,2024-05-14,235.59,0.0,235.59,235.59,0.0,Paid,Debit Card,No
INV0015725,A0023535,CL008,C006669,P010028,2024-03-06,230.11,0.0,230.11,230.11,0.0,Paid,Credit Card,No
INV0015726,A0023536,CL003,C005020,P007523,2024-03-14,151.96,10.64,162.6,162.6,0.0,Paid,Cash,No
INV0015727,A0023538,CL001,C001930,P002901,2024-02-19,106.12,7.43,113.55,113.55,0.0,Paid,CareCredit,No
INV0015728,A0023539,CL011,C000941,P001404,2025-09-24,352.43,24.67,377.1,377.1,0.0,Paid,Debit Card,No
INV0015729,A0023540,CL008,C000150,P000222,2025-07-16,188.22,0.0,188.22,188.22,0.0,Paid,Pet Insurance,No
INV0015730,A0023542,CL012,C001768,P002667,2025-07-15,615.83,0.0,615.83,615.83,0.0,Paid,Cash,No
INV0015731,A0023543,CL011,C007118,P010724,2024-02-26,529.14,0.0,529.14,529.14,0.0,Paid,Credit Card,No
INV0015732,A0023546,CL012,C004767,P007126,2024-04-09,99.52,0.0,99.52,99.52,0.0,Paid,Pet Insurance,Yes
INV0015733,A0023548,CL003,C001927,P002898,2025-08-02,164.14,0.0,164.14,164.14,0.0,Paid,Cash,No
INV0015734,A0023549,CL012,C004209,P006271,2025-04-28,177.08,12.4,189.48,189.48,0.0,Paid,Online Payment,No
INV0015735,A0023551,CL001,C005113,P007677,2025-02-21,307.44,21.52,328.96,328.96,0.0,Paid,CareCredit,No
INV0015736,A0023553,CL003,C006926,P010431,2025-04-03,135.21,0.0,135.21,135.21,0.0,Paid,Pet Insurance,No
INV0015737,A0023556,CL003,C003903,P005827,2025-03-09,259.8,0.0,259.8,259.8,0.0,Paid,Debit Card,No
INV0015738,A0023557,CL009,C005433,P008147,2024-09-05,236.63,0.0,236.63,236.63,0.0,Paid,CareCredit,No
INV0015739,A0023558,CL009,C002990,P004506,2025-11-25,145.04,0.0,145.04,145.04,0.0,Paid,Online Payment,No
INV0015740,A0023560,CL005,C007492,P011268,2024-11-26,280.15,19.61,299.76,299.76,0.0,Paid,Credit Card,No
INV0015741,A0023561,CL002,C004393,P006562,2025-08-21,115.3,0.0,115.3,69.41,45.89,Partially Paid,Pet Insurance,Yes
INV0015742,A0023563,CL009,C002923,P004393,2025-02-21,286.22,0.0,286.22,0,286.22,Unpaid,,No
INV0015743,A0023564,CL009,C005417,P008120,2024-09-20,106.75,0.0,106.75,106.75,0.0,Paid,Online Payment,No
INV0015744,A0023565,CL011,C000222,P000321,2024-11-09,153.85,0.0,153.85,153.85,0.0,Paid,CareCredit,No
INV0015745,A0023566,CL003,C008384,P012612,2025-01-02,119.14,0.0,119.14,119.14,0.0,Paid,CareCredit,No
INV0015746,A0023568,CL006,C004485,P006704,2025-01-06,212.8,0.0,212.8,212.8,0.0,Paid,Credit Card,No
INV0015747,A0023573,CL004,C005095,P007646,2024-12-23,1265.24,0.0,1265.24,1265.24,0.0,Paid,Online Payment,No
INV0015748,A0023575,CL003,C004665,P006968,2025-09-27,328.58,23.0,351.58,351.58,0.0,Paid,Credit Card,No
INV0015749,A0023577,CL007,C000678,P000999,2024-08-11,299.81,0.0,299.81,299.81,0.0,Paid,Pet Insurance,No
INV0015750,A0023579,CL002,C001450,P002173,2024-03-19,109.94,0.0,109.94,109.94,0.0,Paid,CareCredit,No
INV0015751,A0023580,CL001,C005321,P007980,2024-02-02,399.29,0.0,399.29,399.29,0.0,Paid,Pet Insurance,No
INV0015752,A0023581,CL010,C008348,P012561,2025-12-22,146.52,0.0,146.52,146.52,0.0,Paid,Pet Insurance,Yes
INV0015753,A0023582,CL008,C004869,P007279,2024-08-17,312.73,0.0,312.73,312.73,0.0,Paid,Debit Card,No
INV0015754,A0023584,CL004,C003018,P004548,2024-11-15,756.65,0.0,756.65,756.65,0.0,Paid,Online Payment,No
INV0015755,A0023585,CL002,C005133,P007708,2025-11-19,334.61,0.0,334.61,334.61,0.0,Paid,Debit Card,No
INV0015756,A0023587,CL001,C001624,P002433,2024-07-09,171.11,0.0,171.11,171.11,0.0,Paid,Cash,No
INV0015757,A0023588,CL008,C007258,P010928,2024-05-13,712.22,0.0,712.22,712.22,0.0,Paid,Credit Card,No
INV0015758,A0023589,CL001,C000328,P000475,2025-11-17,173.04,0.0,173.04,173.04,0.0,Paid,Online Payment,No
INV0015759,A0023590,CL001,C004402,P006577,2024-06-15,289.15,20.24,309.39,309.39,0.0,Paid,Debit Card,No
INV0015760,A0023594,CL007,C003480,P005215,2025-09-01,516.43,36.15,552.58,552.58,0.0,Paid,Pet Insurance,No
INV0015761,A0023595,CL002,C007886,P011869,2024-01-15,207.91,14.55,222.46,222.46,0.0,Paid,CareCredit,No
INV0015762,A0023596,CL005,C001393,P002088,2025-11-03,236.13,0.0,236.13,236.13,0.0,Paid,Online Payment,No
INV0015763,A0023600,CL010,C000719,P001064,2025-07-23,317.01,0.0,317.01,317.01,0.0,Paid,CareCredit,No
INV0015764,A0023601,CL008,C003192,P004790,2024-03-11,140.57,0.0,140.57,140.57,0.0,Paid,Credit Card,No
INV0015765,A0023602,CL007,C007175,P010807,2024-03-29,881.46,0.0,881.46,881.46,0.0,Paid,Credit Card,No
INV0015766,A0023604,CL007,C005165,P007757,2025-03-07,209.45,14.66,224.11,224.11,0.0,Paid,Online Payment,No
INV0015767,A0023606,CL006,C007071,P010656,2025-11-22,230.76,16.15,246.91,246.91,0.0,Paid,CareCredit,No
INV0015768,A0023607,CL010,C001321,P001977,2025-11-21,298.59,0.0,298.59,298.59,0.0,Paid,Pet Insurance,Yes
INV0015769,A0023608,CL004,C007196,P010842,2025-11-22,179.88,12.59,192.47,192.47,0.0,Paid,CareCredit,No
INV0015770,A0023609,CL005,C001301,P001948,2025-03-08,469.79,32.89,502.68,0,502.68,Unpaid,,No
INV0015771,A0023610,CL012,C006767,P010174,2024-11-14,70.68,4.95,75.63,75.63,0.0,Paid,Debit Card,No
INV0015772,A0023611,CL004,C007221,P010880,2025-09-02,167.19,0.0,167.19,167.19,0.0,Paid,CareCredit,No
INV0015773,A0023613,CL005,C004049,P006039,2025-03-02,193.66,0.0,193.66,193.66,0.0,Paid,Credit Card,No
INV0015774,A0023614,CL007,C008172,P012304,2025-09-29,275.77,19.3,295.07,295.07,0.0,Paid,Debit Card,No
