PetID,ClientID,PetName,Species,Breed,Sex,SpayedNeutered,DateOfBirth,WeightLbs,InsuranceStatus,ChronicCondition,PetStatus
P009478,C006303,Molly,Dog,French Bulldog,Female,No,2023-09-11,7.1,Not Insured,None,Active
P009479,C006304,Duke,Cat,Maine Coon,Female,Yes,2025-01-20,13.5,Not Insured,None,Active
P009480,C006305,Sadie,Cat,Persian,Female,Yes,2021-09-26,6.5,Not Insured,None,Active
P009481,C006306,Cooper,Cat,Domestic Shorthair,Male,Yes,2014-08-02,19.0,Not Insured,None,Inactive
P009482,C006306,Molly,Dog,Australian Shepherd,Female,Yes,2021-07-02,66.8,Not Insured,None,Active
P009483,C006307,Charlie,Cat,Ragdoll,Female,Yes,2019-03-10,7.3,Not Insured,None,Active
P009484,C006308,Rosie,Dog,Great Dane,Female,Yes,2024-11-20,13.0,Not Insured,Heart Disease,Active
P009485,C006309,Ginger,Dog,Yorkshire Terrier,Female,Yes,2011-07-27,98.0,Not Insured,Seizure Disorder,Active
P009486,C006310,Lola,Cat,Domestic Shorthair,Male,Yes,2015-04-28,19.2,Not Insured,None,Active
P009487,C006310,Daisy,Dog,German Shepherd,Female,No,2021-10-12,70.9,Insured,None,Active
P009488,C006311,Daisy,Cat,Domestic Longhair,Female,No,2020-03-23,12.1,Insured,Heart Disease,Active
P009489,C006311,Scout,Dog,Labrador Retriever,Male,Yes,2024-01-28,65.4,Not Insured,None,Active
P009490,C006312,Tucker,Cat,Bengal,Male,Yes,2017-12-25,5.6,Insured,None,Active
P009491,C006312,Poppy,Dog,Mixed Breed,Female,Yes,2019-04-23,22.8,Not Insured,Diabetes,Active
P009492,C006312,Rosie,Cat,Maine Coon,Male,No,2013-07-26,17.2,Not Insured,Heart Disease,Active
P009493,C006313,Leo,Dog,Mixed Breed,Male,No,2017-06-23,86.0,Not Insured,None,Active
P009494,C006313,Zoe,Dog,Mixed Breed,Female,Yes,2024-01-24,64.7,Not Insured,Heart Disease,Active
P009495,C006313,Duke,Dog,Mixed Breed,Male,Yes,2018-09-28,98.8,Not Insured,None,Active
P009496,C006314,Milo,Dog,Yorkshire Terrier,Female,Yes,2013-03-27,32.6,Not Insured,None,Active
P009497,C006314,Winston,Dog,Chihuahua,Male,Yes,2021-05-03,72.7,Not Insured,None,Inactive
P009498,C006314,Finn,Rabbit,Mixed Breed,Female,Yes,2014-06-12,0.7,Not Insured,None,Active
P009499,C006315,Penny,Reptile,Ball Python,Male,Yes,2023-06-12,2.5,Not Insured,None,Active
P009500,C006316,Coco,Dog,Boxer,Male,Yes,2018-08-23,77.9,Not Insured,Diabetes,Active
P009501,C006317,Luna,Dog,Beagle,Male,Yes,2019-08-30,84.8,Not Insured,None,Active
P009502,C006318,Pepper,Dog,Yorkshire Terrier,Male,Yes,2018-11-26,66.4,Not Insured,None,Active
P009503,C006319,Bear,Dog,Yorkshire Terrier,Female,No,2014-06-27,72.3,Not Insured,Allergies,Active
P009504,C006320,Molly,Cat,Maine Coon,Female,Yes,2025-08-21,9.9,Not Insured,None,Active
P009505,C006320,Luna,Cat,Ragdoll,Male,No,2015-02-09,15.9,Insured,None,Active
P009506,C006321,Buddy,Dog,Great Dane,Female,Yes,2024-07-16,74.4,Not Insured,Diabetes,Active
P009507,C006321,Winston,Cat,Ragdoll,Male,Yes,2022-12-21,9.7,Not Insured,None,Active
P009508,C006321,Cooper,Dog,Great Dane,Female,Yes,2018-11-26,30.5,Not Insured,None,Active
P009509,C006322,Cooper,Cat,Siamese,Female,Yes,2019-03-08,13.1,Not Insured,Allergies,Active
P009510,C006323,Rocky,Dog,Boxer,Female,Yes,2021-12-03,48.5,Not Insured,None,Active
P009511,C006324,Rocky,Bird,African Grey,Female,No,2017-01-19,6.4,Not Insured,None,Active
P009512,C006324,Winston,Rabbit,Holland Lop,Female,Yes,2018-04-10,8.7,Not Insured,Seizure Disorder,Active
P009513,C006325,Oliver,Dog,French Bulldog,Male,Yes,2025-01-06,50.2,Not Insured,None,Active
P009514,C006326,Duke,Dog,German Shepherd,Male,Yes,2016-11-03,56.3,Not Insured,Allergies,Active
P009515,C006327,Zoe,Cat,Siamese,Male,Yes,2019-12-06,7.7,Not Insured,None,Active
P009516,C006327,Finn,Cat,Maine Coon,Female,Yes,2025-01-25,10.1,Not Insured,None,Active
P009517,C006328,Scout,Dog,French Bulldog,Male,Yes,2020-02-28,29.3,Not Insured,None,Active
P009518,C006329,Finn,Dog,Beagle,Female,Yes,2016-08-26,46.5,Insured,None,Active
P009519,C006330,Hazel,Cat,Domestic Longhair,Female,Yes,2023-11-23,7.0,Insured,Seizure Disorder,Active
P009520,C006330,Murphy,Dog,Beagle,Male,Yes,2007-07-27,74.4,Not Insured,Allergies,Active
P009521,C006331,Cooper,Dog,Chihuahua,Female,Yes,2018-06-16,30.9,Not Insured,None,Active
P009522,C006331,Daisy,Cat,Persian,Male,Yes,2019-01-03,10.6,Not Insured,None,Active
P009523,C006332,Winston,Dog,Australian Shepherd,Male,Yes,2012-11-23,30.4,Insured,None,Active
P009524,C006332,Duke,Dog,German Shepherd,Male,Yes,2011-04-29,61.9,Insured,Seizure Disorder,Active
P009525,C006332,Penny,Dog,Yorkshire Terrier,Female,No,2017-11-26,50.3,Insured,None,Active
P009526,C006332,Tucker,Dog,Yorkshire Terrier,Male,Yes,2006-12-23,50.3,Not Insured,None,Active
P009527,C006333,Leo,Dog,Australian Shepherd,Male,Yes,2023-12-21,20.6,Insured,None,Active
P009528,C006334,Poppy,Cat,Ragdoll,Female,Yes,2022-06-30,10.5,Not Insured,None,Active
P009529,C006334,Duke,Cat,Maine Coon,Male,Yes,2018-04-19,7.0,Insured,None,Active
P009530,C006335,Biscuit,Dog,Golden Retriever,Male,Yes,2019-12-16,24.6,Not Insured,Arthritis,Active
P009531,C006335,Duke,Dog,Golden Retriever,Male,Yes,2025-04-24,42.7,Not Insured,None,Active
P009532,C006336,Duke,Cat,Persian,Male,Yes,2022-02-19,6.9,Insured,None,Active
P009533,C006337,Duke,Dog,Great Dane,Female,Yes,2016-01-04,63.2,Not Insured,Arthritis,Active
P009534,C006338,Duke,Cat,Russian Blue,Female,Yes,2014-07-09,18.6,Not Insured,None,Active
P009535,C006339,Duke,Dog,Golden Retriever,Female,Yes,2021-12-19,88.9,Not Insured,None,Active
P009536,C006340,Rosie,Dog,Boxer,Female,Yes,2019-01-22,92.3,Not Insured,Allergies,Active
P009537,C006340,Blue,Dog,Labrador Retriever,Male,Yes,2019-09-03,83.4,Not Insured,None,Active
P009538,C006341,Rosie,Cat,Domestic Longhair,Female,Yes,2015-07-30,5.1,Not Insured,None,Active
P009539,C006341,Bear,Dog,Golden Retriever,Female,Yes,2023-01-27,51.3,Not Insured,None,Active
P009540,C006342,Tucker,Dog,German Shepherd,Male,Yes,2025-11-25,58.8,Not Insured,None,Active
P009541,C006343,Hazel,Rabbit,Mixed Breed,Female,No,2017-06-06,2.1,Not Insured,Allergies,Active
P009542,C006343,Zoe,Dog,German Shepherd,Male,Yes,2017-04-05,78.6,Not Insured,None,Active
P009543,C006344,Duke,Dog,Labrador Retriever,Male,Yes,2020-08-09,37.6,Not Insured,None,Inactive
P009544,C006344,Bella,Cat,Maine Coon,Female,Yes,2009-10-18,11.3,Not Insured,None,Active
P009545,C006345,Leo,Cat,Siamese,Female,Yes,2018-03-10,12.9,Not Insured,Diabetes,Active
P009546,C006345,Bella,Cat,Domestic Shorthair,Male,Yes,2020-03-23,8.6,Not Insured,None,Inactive
P009547,C006346,Ruby,Dog,Yorkshire Terrier,Female,Yes,2023-07-02,11.2,Insured,Heart Disease,Active
P009548,C006346,Scout,Cat,Bengal,Female,Yes,2017-05-31,7.2,Not Insured,Kidney Disease,Active
P009549,C006346,Lola,Bird,African Grey,Male,Yes,2023-08-30,10.1,Not Insured,Arthritis,Active
P009550,C006346,Rosie,Cat,Maine Coon,Male,Yes,2022-10-01,14.0,Not Insured,Arthritis,Active
P009551,C006347,Max,Dog,German Shepherd,Female,Yes,2018-05-28,65.4,Not Insured,None,Active
P009552,C006348,Blue,Dog,Mixed Breed,Female,Yes,2016-01-22,78.0,Not Insured,Seizure Disorder,Active
P009553,C006349,Lola,Dog,Mixed Breed,Female,No,2023-07-09,64.0,Insured,Kidney Disease,Active
P009554,C006350,Sadie,Reptile,Ball Python,Male,No,2023-07-11,3.3,Insured,None,Active
P009555,C006351,Lola,Dog,Mixed Breed,Female,Yes,2017-09-21,28.6,Insured,None,Active
P009556,C006352,Daisy,Cat,Domestic Shorthair,Female,No,2020-04-13,15.3,Not Insured,None,Active
P009557,C006353,Rocky,Dog,French Bulldog,Male,No,2020-11-21,4.2,Not Insured,None,Active
P009558,C006354,Buddy,Dog,French Bulldog,Male,Yes,2021-03-03,50.6,Insured,None,Deceased
P009559,C006355,Nala,Dog,German Shepherd,Female,Yes,2021-09-13,91.6,Not Insured,None,Active
P009560,C006356,Biscuit,Dog,Mixed Breed,Male,Yes,2025-03-04,85.6,Not Insured,Arthritis,Active
P009561,C006357,Finn,Cat,Siamese,Female,No,2009-05-04,6.2,Insured,None,Active
P009562,C006357,Poppy,Dog,Poodle,Male,Yes,2019-07-28,94.8,Not Insured,None,Active
P009563,C006358,Pepper,Dog,Great Dane,Female,Yes,2023-11-17,40.6,Insured,Allergies,Active
P009564,C006359,Cooper,Cat,Domestic Shorthair,Male,Yes,2020-10-23,5.6,Not Insured,None,Active
P009565,C006359,Nala,Dog,Labrador Retriever,Female,No,2025-12-18,74.7,Insured,Allergies,Active
P009566,C006360,Daisy,Dog,Chihuahua,Female,No,2017-02-23,85.5,Not Insured,None,Active
P009567,C006361,Zoe,Dog,French Bulldog,Male,Yes,2020-01-29,57.8,Not Insured,Arthritis,Active
P009568,C006362,Willow,Dog,Yorkshire Terrier,Female,Yes,2025-06-30,88.3,Not Insured,None,Active
P009569,C006362,Max,Dog,Great Dane,Female,Yes,2025-12-08,54.4,Insured,Allergies,Active
P009570,C006363,Scout,Cat,Domestic Longhair,Female,Yes,2017-05-29,9.5,Insured,None,Active
P009571,C006364,Leo,Dog,Boxer,Male,Yes,2018-08-31,35.0,Insured,None,Active
P009572,C006364,Jasper,Dog,Mixed Breed,Female,Yes,2020-07-21,71.8,Not Insured,Heart Disease,Active
P009573,C006365,Poppy,Other,Guinea Pig,Female,Yes,2025-07-08,9.5,Not Insured,None,Active
P009574,C006365,Lucy,Dog,Poodle,Female,Yes,2016-04-23,21.2,Insured,None,Active
P009575,C006366,Winston,Dog,Labrador Retriever,Male,Yes,2022-02-28,32.6,Not Insured,None,Active
P009576,C006366,Daisy,Dog,German Shepherd,Male,Yes,2020-08-16,35.4,Not Insured,None,Active
P009577,C006366,Lucy,Dog,Chihuahua,Female,Yes,2021-02-13,14.6,Insured,None,Active
P009578,C006367,Molly,Dog,Labrador Retriever,Female,Yes,2013-07-06,22.7,Insured,None,Active
P009579,C006367,Nala,Other,Other,Male,No,2017-05-09,7.9,Insured,None,Active
P009580,C006367,Duke,Dog,Beagle,Male,Yes,2020-08-16,11.8,Not Insured,None,Active
P009581,C006368,Daisy,Cat,Domestic Shorthair,Female,Yes,2019-11-13,10.7,Not Insured,None,Active
P009582,C006368,Coco,Cat,Ragdoll,Female,Yes,2025-05-09,17.6,Not Insured,None,Active
P009583,C006369,Winston,Dog,Mixed Breed,Male,Yes,2021-11-09,52.2,Not Insured,Allergies,Active
P009584,C006370,Oliver,Dog,Great Dane,Male,No,2007-03-12,86.3,Not Insured,None,Active
P009585,C006370,Bear,Dog,Yorkshire Terrier,Male,Yes,2023-10-12,34.1,Not Insured,None,Active
P009586,C006370,Rocky,Dog,Poodle,Male,Yes,2025-09-15,5.3,Insured,None,Active
P009587,C006371,Molly,Dog,Boxer,Male,No,2018-04-14,10.4,Not Insured,None,Active
P009588,C006372,Sadie,Cat,Bengal,Female,Yes,2013-03-31,15.6,Not Insured,Allergies,Active
P009589,C006372,Pepper,Dog,French Bulldog,Male,Yes,2019-04-20,32.3,Not Insured,Heart Disease,Active
P009590,C006373,Pepper,Dog,Chihuahua,Female,Yes,2017-01-17,22.4,Not Insured,Arthritis,Active
P009591,C006373,Poppy,Dog,Boxer,Male,Yes,2015-07-30,92.9,Insured,None,Active
P009592,C006374,Willow,Cat,Maine Coon,Female,Yes,2021-09-24,19.7,Not Insured,Diabetes,Active
P009593,C006374,Coco,Dog,Poodle,Male,Yes,2008-06-25,87.8,Not Insured,None,Active
P009594,C006375,Jasper,Dog,Yorkshire Terrier,Female,Yes,2018-04-22,76.1,Not Insured,None,Active
P009595,C006376,Charlie,Cat,Russian Blue,Female,Yes,2016-10-25,15.9,Insured,Kidney Disease,Active
P009596,C006377,Duke,Reptile,Other,Female,Yes,2025-04-25,2.9,Not Insured,None,Active
P009597,C006378,Bear,Dog,Boxer,Female,Yes,2025-05-18,15.3,Not Insured,None,Active
P009598,C006379,Scout,Dog,Beagle,Male,Yes,2017-09-18,35.4,Insured,None,Active
P009599,C006380,Scout,Dog,Great Dane,Female,Yes,2019-09-19,6.0,Not Insured,None,Active
P009600,C006381,Jasper,Cat,Bengal,Male,Yes,2018-09-07,8.8,Not Insured,None,Active
P009601,C006382,Coco,Dog,Great Dane,Male,Yes,2020-01-15,89.3,Not Insured,None,Active
P009602,C006383,Buddy,Dog,Labrador Retriever,Male,Yes,2017-09-07,47.3,Not Insured,None,Active
P009603,C006384,Charlie,Bird,Cockatiel,Female,Yes,2022-04-30,5.4,Not Insured,None,Active
P009604,C006385,Buddy,Dog,Boxer,Male,No,2025-03-30,99.8,Not Insured,None,Active
P009605,C006386,Rocky,Dog,Yorkshire Terrier,Male,Yes,2022-07-20,19.7,Not Insured,None,Active
P009606,C006387,Coco,Dog,Golden Retriever,Male,Yes,2018-02-01,52.2,Not Insured,None,Active
P009607,C006387,Max,Dog,German Shepherd,Female,Yes,2021-04-23,29.7,Insured,None,Active
P009608,C006388,Rocky,Dog,Golden Retriever,Male,Yes,2016-09-17,34.2,Not Insured,None,Active
P009609,C006388,Winston,Dog,Australian Shepherd,Male,Yes,2022-07-10,20.8,Not Insured,None,Active
P009610,C006388,Blue,Dog,Poodle,Female,Yes,2024-04-30,52.6,Insured,Allergies,Active
P009611,C006388,Bear,Other,Hamster,Female,Yes,2018-10-19,5.6,Not Insured,None,Active
P009612,C006389,Daisy,Dog,Australian Shepherd,Female,Yes,2025-10-29,30.3,Not Insured,Allergies,Inactive
P009613,C006389,Stella,Cat,Ragdoll,Female,Yes,2015-07-04,7.7,Not Insured,Arthritis,Active
P009614,C006390,Murphy,Dog,Boxer,Female,Yes,2014-09-09,75.1,Not Insured,None,Active
P009615,C006391,Milo,Dog,Boxer,Male,No,2016-11-14,56.4,Not Insured,None,Active
P009616,C006392,Biscuit,Dog,Labrador Retriever,Male,Yes,2021-10-17,63.7,Not Insured,None,Active
P009617,C006392,Willow,Cat,Persian,Female,Yes,2015-05-25,19.1,Not Insured,Allergies,Active
P009618,C006393,Stella,Dog,Golden Retriever,Female,Yes,2012-02-20,13.5,Not Insured,None,Active
P009619,C006394,Nala,Dog,Boxer,Male,Yes,2015-06-22,30.0,Insured,None,Active
P009620,C006395,Milo,Cat,Persian,Male,Yes,2017-03-01,11.2,Not Insured,None,Active
P009621,C006396,Jasper,Dog,Chihuahua,Male,Yes,2024-12-14,47.9,Not Insured,None,Active
P009622,C006396,Rosie,Dog,Golden Retriever,Male,Yes,2023-10-23,22.2,Not Insured,None,Active
P009623,C006397,Buddy,Dog,Yorkshire Terrier,Female,Yes,2021-06-25,39.9,Not Insured,None,Active
P009624,C006397,Biscuit,Cat,Persian,Female,Yes,2008-06-11,8.9,Not Insured,None,Inactive
P009625,C006397,Winston,Dog,Chihuahua,Male,Yes,2013-05-22,96.4,Not Insured,Arthritis,Deceased
P009626,C006397,Charlie,Dog,Poodle,Male,Yes,2025-01-16,10.9,Not Insured,None,Active
P009627,C006398,Ruby,Dog,Great Dane,Male,No,2008-06-02,58.3,Insured,Allergies,Active
P009628,C006399,Stella,Dog,Boxer,Male,Yes,2025-04-19,16.7,Not Insured,Heart Disease,Active
P009629,C006400,Duke,Dog,Yorkshire Terrier,Female,Yes,2018-02-04,41.7,Not Insured,None,Active
P009630,C006401,Teddy,Dog,German Shepherd,Male,Yes,2009-09-19,74.2,Insured,None,Active
P009631,C006401,Oliver,Dog,Beagle,Female,Yes,2014-09-27,64.0,Insured,None,Active
P009632,C006402,Penny,Cat,Domestic Shorthair,Male,Yes,2022-08-11,5.8,Not Insured,None,Active
P009633,C006403,Murphy,Dog,Australian Shepherd,Female,Yes,2022-04-07,17.1,Not Insured,Allergies,Active
P009634,C006403,Ginger,Dog,Australian Shepherd,Female,Yes,2017-02-19,34.0,Insured,None,Active
P009635,C006404,Molly,Dog,Golden Retriever,Male,Yes,2013-04-12,33.5,Not Insured,None,Active
P009636,C006404,Zoe,Dog,Australian Shepherd,Female,Yes,2020-10-15,68.5,Insured,Heart Disease,Active
P009637,C006405,Rocky,Dog,Golden Retriever,Female,No,2025-08-09,21.3,Not Insured,Kidney Disease,Active
P009638,C006405,Oliver,Other,Guinea Pig,Female,Yes,2014-07-17,5.9,Not Insured,Kidney Disease,Active
P009639,C006406,Lola,Cat,Siamese,Female,Yes,2023-06-23,18.1,Insured,Heart Disease,Active
P009640,C006407,Willow,Dog,French Bulldog,Female,Yes,2014-05-28,95.4,Not Insured,None,Active
P009641,C006408,Penny,Bird,African Grey,Male,Yes,2017-06-26,10.9,Not Insured,Seizure Disorder,Active
P009642,C006408,Oliver,Dog,Poodle,Male,Yes,2019-12-16,98.8,Insured,None,Active
P009643,C006409,Daisy,Cat,Maine Coon,Male,Yes,2021-08-13,17.9,Not Insured,Heart Disease,Active
P009644,C006410,Jasper,Dog,French Bulldog,Female,Yes,2024-04-18,29.1,Not Insured,None,Active
P009645,C006411,Ruby,Dog,Poodle,Female,Yes,2014-10-28,76.6,Not Insured,Arthritis,Active
P009646,C006412,Molly,Dog,Boxer,Male,Yes,2020-07-25,43.8,Insured,Diabetes,Active
P009647,C006412,Hazel,Dog,Australian Shepherd,Male,Yes,2019-11-18,31.2,Not Insured,Arthritis,Active
P009648,C006413,Nala,Dog,Yorkshire Terrier,Male,Yes,2016-10-05,51.9,Not Insured,None,Active
P009649,C006414,Mochi,Other,Other,Female,Yes,2015-10-05,3.9,Not Insured,Arthritis,Active
P009650,C006415,Willow,Dog,Boxer,Female,Yes,2014-01-25,86.4,Not Insured,None,Active
P009651,C006415,Bear,Dog,German Shepherd,Female,Yes,2015-09-23,61.4,Not Insured,None,Active
P009652,C006415,Rosie,Dog,Mixed Breed,Male,Yes,2022-06-18,68.8,Not Insured,Allergies,Active
P009653,C006416,Scout,Dog,Chihuahua,Female,Yes,2019-01-09,54.9,Not Insured,None,Active
P009654,C006416,Bear,Cat,Maine Coon,Female,Yes,2025-02-14,12.4,Insured,Arthritis,Active
P009655,C006416,Finn,Dog,Labrador Retriever,Female,Yes,2020-09-22,81.1,Not Insured,None,Active
P009656,C006417,Lola,Dog,Yorkshire Terrier,Male,Yes,2017-07-08,90.7,Not Insured,None,Active
P009657,C006417,Leo,Dog,Mixed Breed,Male,Yes,2018-09-26,26.8,Not Insured,Diabetes,Active
P009658,C006418,Charlie,Dog,Boxer,Male,Yes,2016-05-23,47.9,Not Insured,None,Active
P009659,C006418,Leo,Dog,French Bulldog,Male,Yes,2024-01-18,89.5,Not Insured,None,Active
P009660,C006419,Zoe,Cat,Persian,Male,Yes,2021-02-19,17.1,Not Insured,None,Active
P009661,C006420,Milo,Dog,French Bulldog,Male,Yes,2013-05-03,87.5,Not Insured,None,Active
P009662,C006421,Scout,Bird,Conure,Female,Yes,2021-12-08,4.9,Insured,Allergies,Active
P009663,C006422,Milo,Dog,Poodle,Male,No,2017-05-01,16.3,Insured,Arthritis,Active
P009664,C006423,Ginger,Reptile,Bearded Dragon,Female,Yes,2012-11-21,5.4,Not Insured,None,Active
P009665,C006423,Lola,Dog,Australian Shepherd,Male,Yes,2017-07-16,79.3,Not Insured,None,Active
P009666,C006424,Nala,Cat,Maine Coon,Female,Yes,2025-10-23,7.9,Insured,None,Active
P009667,C006425,Zoe,Dog,Yorkshire Terrier,Female,Yes,2025-11-25,75.4,Not Insured,None,Active
P009668,C006425,Hazel,Dog,German Shepherd,Male,Yes,2017-12-14,36.1,Insured,None,Active
P009669,C006426,Daisy,Dog,Poodle,Male,Yes,2016-08-03,41.9,Insured,None,Active
P009670,C006426,Teddy,Cat,Russian Blue,Male,No,2015-08-10,8.9,Not Insured,None,Active
P009671,C006427,Ruby,Dog,Chihuahua,Male,Yes,2025-10-01,69.8,Not Insured,Allergies,Active
P009672,C006427,Duke,Dog,Beagle,Female,Yes,2021-09-01,88.7,Insured,Arthritis,Active
P009673,C006428,Hazel,Dog,Labrador Retriever,Female,Yes,2018-01-27,82.4,Not Insured,None,Active
P009674,C006429,Rosie,Rabbit,Mixed Breed,Female,Yes,2015-10-30,8.6,Insured,None,Active
P009675,C006430,Buddy,Bird,African Grey,Female,Yes,2024-11-30,6.4,Not Insured,None,Active
P009676,C006431,Ruby,Cat,Siamese,Female,Yes,2013-06-30,9.6,Not Insured,None,Active
P009677,C006432,Pepper,Dog,Yorkshire Terrier,Male,No,2020-03-31,92.1,Insured,None,Active
P009678,C006433,Blue,Cat,Bengal,Male,Yes,2015-06-02,7.4,Not Insured,None,Active
P009679,C006434,Jasper,Dog,Poodle,Male,Yes,2022-01-25,58.0,Not Insured,None,Active
P009680,C006434,Max,Dog,Labrador Retriever,Male,No,2025-08-03,88.2,Not Insured,None,Active
P009681,C006435,Bella,Dog,Golden Retriever,Female,Yes,2025-06-20,84.9,Not Insured,Allergies,Active
P009682,C006436,Nala,Dog,Yorkshire Terrier,Female,No,2020-01-27,9.0,Not Insured,None,Active
P009683,C006437,Penny,Dog,Yorkshire Terrier,Female,Yes,2016-10-29,25.5,Not Insured,Diabetes,Active
P009684,C006438,Molly,Dog,Labrador Retriever,Male,Yes,2019-04-15,82.4,Not Insured,Arthritis,Active
P009685,C006439,Luna,Cat,Bengal,Male,Yes,2013-11-28,16.3,Not Insured,None,Active
P009686,C006440,Winston,Dog,Mixed Breed,Female,No,2022-09-15,18.2,Not Insured,None,Active
P009687,C006441,Milo,Cat,Persian,Male,Yes,2020-05-27,14.8,Insured,None,Active
P009688,C006442,Lucy,Cat,Maine Coon,Female,Yes,2017-08-16,12.2,Not Insured,None,Active
P009689,C006443,Molly,Cat,Siamese,Female,Yes,2015-10-22,19.6,Insured,None,Active
P009690,C006443,Willow,Dog,Labrador Retriever,Male,Yes,2022-08-22,92.9,Not Insured,None,Active
P009691,C006444,Scout,Dog,French Bulldog,Male,Yes,2025-11-25,24.3,Not Insured,None,Active
P009692,C006445,Ruby,Cat,Domestic Longhair,Male,No,2018-11-09,8.4,Insured,Allergies,Active
P009693,C006446,Winston,Dog,German Shepherd,Male,Yes,2025-01-29,76.2,Not Insured,None,Active
P009694,C006447,Nala,Cat,Persian,Male,Yes,2019-09-04,17.2,Not Insured,Allergies,Active
P009695,C006448,Tucker,Dog,Chihuahua,Male,Yes,2019-02-12,39.8,Not Insured,Arthritis,Active
P009696,C006448,Tucker,Dog,French Bulldog,Male,Yes,2022-08-25,7.7,Not Insured,None,Active
P009697,C006449,Duke,Cat,Russian Blue,Female,Yes,2018-10-28,19.2,Insured,None,Active
P009698,C006450,Finn,Dog,Beagle,Female,Yes,2018-12-25,99.8,Not Insured,Kidney Disease,Active
P009699,C006451,Duke,Dog,French Bulldog,Female,Yes,2019-07-18,91.4,Insured,None,Active
P009700,C006452,Milo,Dog,Chihuahua,Female,Yes,2014-07-19,63.9,Not Insured,None,Active
P009701,C006452,Max,Dog,Golden Retriever,Male,Yes,2017-11-09,17.9,Not Insured,None,Active
P009702,C006452,Max,Dog,Poodle,Male,Yes,2016-05-18,6.8,Not Insured,None,Active
P009703,C006453,Leo,Cat,Persian,Male,Yes,2021-05-11,19.3,Not Insured,None,Active
P009704,C006454,Molly,Dog,Beagle,Male,Yes,2019-08-08,44.5,Not Insured,Arthritis,Active
P009705,C006455,Bella,Dog,Poodle,Male,Yes,2018-11-15,41.5,Not Insured,None,Active
P009706,C006455,Zoe,Dog,Labrador Retriever,Female,Yes,2018-04-23,41.8,Not Insured,None,Inactive
P009707,C006456,Mochi,Cat,Bengal,Female,Yes,2019-11-07,10.1,Insured,None,Deceased
P009708,C006456,Coco,Other,Guinea Pig,Male,Yes,2014-02-25,1.8,Not Insured,Allergies,Active
P009709,C006457,Oliver,Cat,Russian Blue,Female,No,2020-10-20,11.8,Not Insured,None,Active
P009710,C006458,Teddy,Dog,Australian Shepherd,Female,Yes,2019-05-27,23.1,Not Insured,None,Active
P009711,C006459,Duke,Dog,Yorkshire Terrier,Male,Yes,2022-05-10,33.5,Not Insured,Allergies,Active
P009712,C006459,Biscuit,Dog,Labrador Retriever,Male,Yes,2021-04-11,67.2,Not Insured,None,Active
P009713,C006460,Biscuit,Reptile,Leopard Gecko,Female,Yes,2025-09-26,0.9,Not Insured,None,Active
P009714,C006460,Rocky,Dog,Great Dane,Female,No,2017-10-02,42.2,Not Insured,None,Active
P009715,C006461,Blue,Dog,Chihuahua,Male,Yes,2021-01-20,53.3,Not Insured,Arthritis,Active
P009716,C006462,Hazel,Reptile,Bearded Dragon,Female,Yes,2018-08-23,5.4,Insured,None,Active
P009717,C006462,Biscuit,Other,Hamster,Female,No,2018-08-01,1.8,Not Insured,None,Active
P009718,C006463,Poppy,Cat,Domestic Longhair,Female,Yes,2020-03-10,5.9,Insured,None,Active
P009719,C006463,Bear,Dog,Mixed Breed,Female,No,2014-12-12,95.1,Not Insured,None,Active
P009720,C006464,Pepper,Dog,Chihuahua,Female,Yes,2019-01-06,18.2,Not Insured,None,Active
P009721,C006464,Sadie,Cat,Siamese,Male,Yes,2014-02-25,17.1,Not Insured,Kidney Disease,Active
P009722,C006465,Max,Other,Other,Female,Yes,2022-06-22,10.1,Insured,None,Active
P009723,C006465,Zoe,Dog,Beagle,Female,Yes,2017-04-06,81.1,Not Insured,Allergies,Active
P009724,C006465,Daisy,Cat,Domestic Longhair,Male,Yes,2018-11-02,8.3,Not Insured,Arthritis,Active
P009725,C006465,Molly,Rabbit,Netherland Dwarf,Female,No,2020-07-17,3.3,Not Insured,None,Inactive
P009726,C006466,Cooper,Dog,Australian Shepherd,Female,Yes,2018-10-18,14.0,Not Insured,Allergies,Active
P009727,C006467,Bella,Dog,Australian Shepherd,Female,Yes,2015-09-05,54.8,Not Insured,None,Active
P009728,C006467,Zoe,Rabbit,Mixed Breed,Female,Yes,2024-04-14,0.9,Not Insured,None,Active
P009729,C006468,Hazel,Dog,Great Dane,Male,Yes,2013-04-01,14.2,Not Insured,Allergies,Active
P009730,C006469,Bailey,Dog,Yorkshire Terrier,Male,Yes,2024-06-04,31.1,Not Insured,None,Active
P009731,C006470,Lola,Dog,Australian Shepherd,Female,Yes,2024-11-04,36.1,Not Insured,None,Active
P009732,C006471,Bella,Cat,Siamese,Female,Yes,2014-10-03,15.1,Not Insured,Arthritis,Active
P009733,C006472,Max,Cat,Maine Coon,Female,Yes,2019-10-30,12.9,Not Insured,None,Active
P009734,C006473,Molly,Dog,Australian Shepherd,Male,Yes,2020-06-11,30.8,Insured,None,Active
P009735,C006474,Lucy,Dog,Poodle,Male,Yes,2022-02-05,65.1,Not Insured,None,Active
P009736,C006474,Bailey,Dog,Chihuahua,Female,Yes,2018-08-05,46.4,Insured,None,Active
P009737,C006475,Rocky,Cat,Maine Coon,Male,Yes,2020-02-29,7.2,Not Insured,None,Active
P009738,C006476,Luna,Dog,Great Dane,Female,Yes,2017-12-12,63.0,Not Insured,Arthritis,Active
